Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg),Inst Wind Speed_D61_D90(in Knots)_log
3.0,chinnasalem,ponmani,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,108.52,31.14,60.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,270.0,17508.0,2.1972245773362196
3.0,cuddalore,delux ponni,alluvial,75.0,37.5,dry,60.0,3.0,120.0,8.0,81.39,31.14,45.0,1800.0,18.5,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,240.0,17169.0,2.1972245773362196
3.0,kurinjipadi,delux ponni,clay,75.0,37.5,dry,80.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,10.0,8.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,240.0,16476.0,2.1972245773362196
3.0,panruti,co_43,alluvial,75.0,37.5,dry,80.0,3.0,120.0,6.0,108.52,31.14,45.0,1800.0,18.5,21.5,185.6,272.8,166.1,251.7,60.0,65.0,19.5,35.0,18.0,30.0,17.5,33.5,16.0,33.0,4.0,12.0,4.0,12.0,ene,w,nne,w,85.0,96.0,84.0,79.0,270.0,17619.0,1.6094379124341003
4.0,kallakurichi,ponmani,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.6,272.8,165.3,251.7,60.0,65.0,19.5,33.0,17.0,30.0,16.5,31.5,15.5,32.5,8.0,10.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,300.0,17508.0,2.1972245773362196
3.0,sankarapuram,delux ponni,clay,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,se,nw,72.7,91.0,83.0,81.0,360.0,17169.0,2.3978952727983707
3.0,chinnasalem,co_43,alluvial,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,w,ne,nnw,78.6,80.0,92.0,84.0,360.0,17748.0,2.1972245773362196
3.0,cuddalore,ponmani,clay,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,300.0,17619.0,2.1972245773362196
3.0,kurinjipadi,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,17.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,10.0,nw,s,se,sse,64.6,85.0,84.0,87.0,240.0,17508.0,2.3978952727983707
4.0,panruti,co_43,alluvial,100.0,50.0,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,8.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,270.0,24488.0,2.1972245773362196
3.0,kallakurichi,delux ponni,clay,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.6,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,240.0,17619.0,2.1972245773362196
3.0,sankarapuram,ponmani,clay,75.0,37.5,wet,60.0,4.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,10.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,300.0,17724.0,2.3978952727983707
3.0,chinnasalem,co_43,clay,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,60.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,17.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,sse,ene,ne,nnw,78.6,80.0,92.0,88.0,270.0,17508.0,2.1972245773362196
3.0,cuddalore,ponmani,clay,75.0,37.5,wet,60.0,3.0,120.0,8.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.8,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.7,78.0,88.0,85.0,300.0,16581.0,2.1972245773362196
3.0,kurinjipadi,delux ponni,alluvial,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,240.0,16230.0,2.3978952727983707
3.0,panruti,co_43,clay,75.0,37.5,wet,80.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,166.1,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.0,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,270.0,17169.0,1.6094379124341003
3.0,kallakurichi,ponmani,alluvial,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,91.0,81.0,84.0,300.0,16389.0,2.1972245773362196
3.0,sankarapuram,delux ponni,clay,100.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.0,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,84.0,81.0,240.0,16884.0,2.3978952727983707
3.0,sankarapuram,co_43,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,60.0,2400.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,10.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,270.0,16476.0,2.1972245773362196
3.0,cuddalore,delux ponni,alluvial,100.0,37.5,dry,60.0,3.0,160.0,6.0,81.39,31.14,45.0,1800.0,19.6,21.5,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,33.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,nw,72.0,78.0,88.0,85.0,240.0,17748.0,2.1972245773362196
3.0,kurinjipadi,ponmani,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,2400.0,19.6,21.5,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,nw,64.6,85.0,84.0,84.0,360.0,17589.0,2.3978952727983707
3.0,panruti,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,8.0,12.0,ene,ne,se,w,85.0,96.0,84.0,79.0,270.0,24488.0,2.1972245773362196
3.0,kallakurichi,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.2,65.0,19.5,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,300.0,17649.0,2.1972245773362196
3.0,sankarapuram,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,108.52,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,33.0,16.5,35.0,10.0,12.0,10.0,10.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,240.0,17508.0,2.3978952727983707
3.0,chinnasalem,co_43,clay,75.0,37.5,dry,80.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,33.0,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,270.0,17169.0,2.1972245773362196
3.0,cuddalore,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,2400.0,18.5,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,17.5,30.0,15.5,31.0,16.0,33.0,8.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,300.0,16476.0,2.1972245773362196
3.0,kurinjipadi,delux ponni,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.8,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,w,se,sse,64.6,85.0,84.0,87.0,240.0,17619.0,2.3978952727983707
3.0,panruti,co_43,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,2400.0,18.5,21.5,185.2,272.8,165.3,251.7,60.2,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,270.0,17508.0,1.6094379124341003
3.0,kallakurichi,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.6,272.8,166.1,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,240.0,17169.0,2.1972245773362196
4.0,sankarapuram,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,300.0,16476.0,2.3978952727983707
3.0,chinnasalem,ponmani,clay,75.0,37.5,dry,60.0,4.0,160.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,300.0,17619.0,2.1972245773362196
3.0,chinnasalem,ponmani,clay,75.0,37.5,dry,60.0,3.0,160.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,se,nnw,78.6,80.0,92.0,88.0,300.0,17508.0,2.1972245773362196
3.0,chinnasalem,ponmani,alluvial,100.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,31.0,15.5,34.0,15.0,33.0,15.0,33.0,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,300.0,17748.0,2.1972245773362196
3.0,chinnasalem,co_43,clay,100.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,30.0,15.0,33.0,15.0,31.5,8.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,270.0,17169.0,2.1972245773362196
3.0,chinnasalem,ponmani,clay,75.0,37.5,dry,80.0,4.0,120.0,6.0,81.39,41.52,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,300.0,17565.0,2.1972245773362196
4.0,kallakurichi,ponmani,clay,75.0,37.5,dry,60.0,3.0,160.0,8.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.5,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,300.0,17619.0,2.1972245773362196
3.0,kallakurichi,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.4,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,300.0,17724.0,2.1972245773362196
4.0,kallakurichi,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,108.52,31.14,60.0,1800.0,18.5,21.5,185.2,272.4,165.3,251.7,60.0,65.0,19.0,33.0,17.5,32.0,17.0,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,240.0,17508.0,2.1972245773362196
3.0,kallakurichi,delux ponni,alluvial,75.0,50.0,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,2400.0,18.5,21.5,185.2,272.8,166.1,250.9,60.0,65.0,19.0,33.0,17.0,32.0,16.5,33.0,16.0,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,240.0,16581.0,2.1972245773362196
3.0,panruti,ponmani,clay,75.0,50.0,dry,60.0,4.0,160.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,33.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,w,se,w,85.0,91.0,84.0,79.0,240.0,16230.0,1.6094379124341003
3.0,sankarapuram,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,41.52,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,8.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,300.0,17169.0,1.6094379124341003
3.0,panruti,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,240.0,16389.0,1.6094379124341003
3.0,panruti,co_43,alluvial,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,166.1,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,8.0,12.0,sse,ne,nne,w,85.0,96.0,84.0,79.0,270.0,16884.0,2.1972245773362196
3.0,panruti,delux ponni,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,240.0,17748.0,1.6094379124341003
3.0,cuddalore,delux ponni,clay,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,2400.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,240.0,16359.0,2.1972245773362196
3.0,cuddalore,co_43,clay,75.0,37.5,dry,60.0,4.0,160.0,6.0,108.52,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,270.0,16836.0,2.1972245773362196
3.0,cuddalore,ponmani,alluvial,75.0,37.5,wet,80.0,3.0,120.0,6.0,81.39,41.52,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,nw,72.0,78.0,88.0,85.0,300.0,17619.0,2.1972245773362196
3.0,cuddalore,delux ponni,clay,75.0,50.0,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,nw,72.0,78.0,88.0,85.0,240.0,17649.0,2.1972245773362196
3.0,cuddalore,co_43,alluvial,100.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,166.1,250.0,60.2,64.0,19.5,34.0,17.5,30.0,17.0,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,270.0,24488.0,2.1972245773362196
3.0,cuddalore,ponmani,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sse,w,nnw,wsw,72.0,78.0,88.0,85.0,300.0,17169.0,2.1972245773362196
4.0,cuddalore,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,240.0,16476.0,2.1972245773362196
3.0,kurinjipadi,co_43,alluvial,75.0,37.5,wet,60.0,4.0,160.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,272.4,167.0,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,8.0,6.0,nw,w,se,sse,64.6,85.0,84.0,84.0,270.0,17619.0,2.1972245773362196
3.0,kurinjipadi,delux ponni,clay,75.0,50.0,wet,60.0,3.0,120.0,8.0,108.52,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,166.1,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,240.0,17508.0,2.3978952727983707
3.0,kurinjipadi,ponmani,clay,100.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,33.0,18.5,35.0,17.0,32.5,16.0,33.0,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,300.0,17169.0,2.3978952727983707
3.0,kurinjipadi,co_43,clay,100.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,8.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,270.0,17619.0,2.1972245773362196
3.0,kurinjipadi,ponmani,clay,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,41.52,45.0,1800.0,19.6,20.4,187.2,270.8,166.1,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,300.0,17748.0,2.3978952727983707
3.0,kurinjipadi,delux ponni,alluvial,75.0,37.5,wet,60.0,3.0,120.0,6.0,81.39,41.52,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,240.0,17619.0,2.3978952727983707
3.0,kurinjipadi,co_43,clay,75.0,37.5,dry,60.0,4.0,120.0,6.0,108.52,31.14,45.0,1800.0,19.6,20.4,185.6,270.8,166.1,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,270.0,17508.0,2.3978952727983707
3.0,kurinjipadi,ponmani,alluvial,75.0,37.5,dry,80.0,4.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,17.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,nw,64.6,85.0,84.0,87.0,300.0,17169.0,2.3978952727983707
3.0,kurinjipadi,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,108.52,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,240.0,17565.0,2.3978952727983707
3.0,kurinjipadi,co_43,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,19.6,20.4,187.2,270.8,167.0,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,270.0,17619.0,2.3978952727983707
3.0,sankarapuram,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.5,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,240.0,17724.0,2.3978952727983707
3.0,sankarapuram,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,160.0,6.0,81.39,31.14,60.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,33.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,300.0,17508.0,2.3978952727983707
3.0,sankarapuram,co_43,clay,75.0,37.5,dry,60.0,3.0,160.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,270.0,16581.0,2.3978952727983707
3.0,sankarapuram,ponmani,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,33.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,se,nw,72.7,91.0,83.0,81.0,360.0,16230.0,2.3978952727983707
3.0,sankarapuram,delux ponni,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,240.0,16389.0,2.3978952727983707
3.0,sankarapuram,co_43,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,33.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,270.0,17748.0,2.3978952727983707
3.0,sankarapuram,ponmani,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,300.0,17589.0,2.3978952727983707
4.0,sankarapuram,ponmani,clay,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,33.0,16.5,35.0,10.0,10.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,240.0,17565.0,2.3978952727983707
3.0,sankarapuram,co_43,clay,75.0,37.5,dry,60.0,4.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,270.0,16359.0,2.3978952727983707
3.0,sankarapuram,delux ponni,alluvial,75.0,37.5,dry,60.0,3.0,120.0,6.0,81.39,31.14,45.0,1800.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,240.0,16836.0,2.3978952727983707
